"","Group.1","Group.2","x"
"405",1920,"GATES",0.0411111111111111
"406",2021,"GATES",0
"407",2122,"GATES",0
"408",1011,"GRAHAM",0
"409",1112,"GRAHAM",0.048992673992674
"410",1213,"GRAHAM",0.04306592039801
"411",1314,"GRAHAM",0.165637860082305
"412",1415,"GRAHAM",0.138039215686275
"413",1516,"GRAHAM",0.127287499701293
"414",1617,"GRAHAM",0.0965909090909091
"415",1718,"GRAHAM",0.0515625
"416",1920,"GRAHAM",0.0392798690671031
"417",2021,"GRAHAM",0
"418",2122,"GRAHAM",0.0817704426106527
"419",1011,"GRANVILLE",0.0305710278042831
"420",1112,"GRANVILLE",0.00385252773391043
"421",1213,"GRANVILLE",0
"422",1314,"GRANVILLE",0.0246702454566732
"423",1415,"GRANVILLE",0.0179780438869815
"424",1516,"GRANVILLE",0.00731898966938746
"425",1617,"GRANVILLE",0.0185624217299305
"426",1718,"GRANVILLE",0.03195148783171
"427",1920,"GRANVILLE",0.00606774925790117
"428",2021,"GRANVILLE",0
"429",2122,"GRANVILLE",0.0396482282082548
"430",1011,"GREENE",0.00341825751661817
"431",1112,"GREENE",0
"432",1213,"GREENE",0.0102632357290742
"433",1314,"GREENE",0
"434",1415,"GREENE",0.0435301104262969
"435",1516,"GREENE",0.119847296516582
"436",1617,"GREENE",0.0195676964544889
"437",1718,"GREENE",0.0190410247533322
"438",1920,"GREENE",0
"439",2021,"GREENE",0.0423240434577232
"440",2122,"GREENE",0.0239701035781544
"441",1011,"GUILFORD",0.0292938641764359
"442",1112,"GUILFORD",0.0329610738732277
"443",1213,"GUILFORD",0.0271233795073206
"444",1314,"GUILFORD",0.031642482254175
"445",1415,"GUILFORD",0.0293741940287086
"446",1516,"GUILFORD",0.0248463295433028
"447",1617,"GUILFORD",0.0159775783339662
"448",1718,"GUILFORD",0.0251233551779114
"449",1920,"GUILFORD",0.0196196848895279
"450",2021,"GUILFORD",0.00673336835607993
"451",2122,"GUILFORD",0.0203862751173833
"452",1011,"HALIFAX",0.0510800694546825
"453",1112,"HALIFAX",0.0380205551220923
"454",1213,"HALIFAX",0.0520436213620415
"455",1314,"HALIFAX",0.0586095549330843
"456",1415,"HALIFAX",0.0117907987937443
"457",1516,"HALIFAX",0.0515950020940946
"458",1617,"HALIFAX",0.0119005177828707
"459",1718,"HALIFAX",0.0234574962158456
"460",1920,"HALIFAX",0.0147848127457066
"461",2021,"HALIFAX",0.0123843802004722
"462",2122,"HALIFAX",0.0461915956585466
"463",1011,"HARNETT",0.0850316205465246
"464",1112,"HARNETT",0.0431111111111111
"465",1213,"HARNETT",0.0429934210526316
"466",1314,"HARNETT",0.00887586557397878
"467",1415,"HARNETT",0.0123797300364957
"468",1516,"HARNETT",0.0173568688157531
"469",1617,"HARNETT",0.0247657982315399
"470",1718,"HARNETT",0.02648123345592
"471",1920,"HARNETT",0.0607361295557287
"472",2021,"HARNETT",0.0361088344773418
"473",2122,"HARNETT",0.0128944022074856
"474",1011,"HAYWOOD",0.0647949863072651
"475",1112,"HAYWOOD",0.0487602090182654
"476",1213,"HAYWOOD",0.0586918430413526
